NAME,STATUS,WATERSHED,COUNCIL_DI,PRIMARY_FE,SW_TREE_TR,SW_PLANTER,SW_BUMPOUT,RAIN_GARDE,SW_BASIN,INFILTRATI,POROUS_PAV,SWALE,SW_WETLAND,CISTERN_RA,GREEN_ROOF,OTHER,LINK,LONGITUDE,LATITUDE,LINK_1,LINK_2,LAT,LNG
Collazo Park,In Design,Delaware,7,Stormwater Tree Trench,2 Stormwater Tree Trenches, , ,1 Rain Garden, , ,1 Porous Paving Project, , , , , ,alt,-75.13057482,39.9997026,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9997106745,-75.1305765858
Cohocksink Recreation Center,In Construction, ,1,Stormwater Bumpout, , ,1 Stormwater Bumpout,1 Rain Garden, , , , , , , , ,alt,-75.11197714,39.98440387,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout,39.9844119459,-75.111978894
Cobbs Creek Park Reaches 6-8,In Design,Cobbs-Darby,3,Stormwater Tree Trench,1 Stormwater Tree Trench, , ,1 Rain Garden, , , ,1 Swale, , , , ,http://www.phillywatersheds.org/what_were_doing/waterways_restoration/projects/marshall_road,-75.24936064,39.95411001,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9541180772,-75.2493624364
Cloud St from Church St to Waln St,In Design,TTF,7,Pervious Paving, , , , , , ,1 Porous Paving Project, , , , , ,alt,-75.08532858,40.01012869,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving,40.0101367707,-75.085330327
Cliveden Park,Constructed,TTF,8,Rain Garden, , , ,2 Rain Gardens, , , , , , , , ,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/projects/cliveden_park,-75.17718675,40.05174837,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,40.0517564509,-75.1771885332
Clifford from 31st to Montgomery,In Design,Schuylkill,5,Pervious Paving, , , , , , ,1 Porous Paving Project, , , , , ,alt,-75.18432073,39.98325506,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving,39.9832631347,-75.184322508
"Cleveland, Gratz, Greene, Roberts",In Design,TTF,8,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.15878439,40.02161706,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.021625141,-75.1587861634
Clearview Park,In Design,Schuylkill,2,Rain Garden, , , ,1 Rain Garden, , , , , , , , ,alt,-75.24600276,39.90835872,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,39.9083667731,-75.2460045546
Clearview and Washington,In Design,TTF,8,Rain Garden, , , ,1 Rain Garden,1 Stormwater Basin,1 Infiltration/Storage Trench, , , , , , ,alt,-75.17251181,40.05110668,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,40.051114761,-75.1725135908
Clark Park Basketball Court,Constructed,Schuylkill,3,Infiltration/Storage Trench, , , , , ,1 Infiltration/Storage Trench, , , , , , ,http://www.phillywatersheds.org/what_were_doing/green_infrastructure/projects/clark_park,-75.2098988,39.94696096,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench,39.9469690256,-75.2099005875
"Christian St, Webster St, 56th St (Christy Recreation Center)",Constructed,Cobbs-Darby,3,Stormwater Tree Trench,3 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.23437777,39.94868817,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9486962288,-75.2343795667
"Chew Ave, Slocum St (Pleasant Playground)",In Design,TTF,8,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.1828295,40.05670667,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.056714753,-75.1828312858
Chelten Hills Cemetery,In Design,TTF,9,Infiltration/Storage Trench,2 Stormwater Tree Trenches, ,6 Stormwater Bumpouts, , ,9 Infiltration/Storage Trenches, ,4 Swales, , , , ,alt,-75.16435277,40.06527957,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench,40.0652876573,-75.1643545481
Chalmers (29th and Chalmers Playground),In Construction,Delaware,4,Stormwater Tree Trench,1 Stormwater Tree Trench, ,1 Stormwater Bumpout, , , , , , , , , ,alt,-75.17921339,39.99793227,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9979403446,-75.1792151674
"Germantown Ave SFR - Phase 6 - 3rd St, Germantown Ave, and Master St",In Design,Delaware,1,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , ,1 Other SMP Project,alt,-75.1432798,39.97180907,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.971817144,-75.1432815611
Germantown Ave SFR - Phase 5,In Design,Delaware,1,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.13974658,39.96812558,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9681336475,-75.1397483465
Germantown Ave SFR - Phase 4 - Laurel to Wildey,In Construction,Delaware,1,Stormwater Tree Trench,3 Stormwater Tree Trenches, , , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.13739967,39.96636532,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9663733909,-75.1374014333
George W. Nebinger School,Constructed,Delaware,1,Infiltration/Storage Trench, , , ,1 Rain Garden, ,2 Infiltration/Storage Trenches,2 Porous Paving Projects,1 Swale, , , , ,alt,-75.1539903,39.93686888,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench,39.9368769458,-75.1539920713
"Gaul, Weikel, Witte",In Design,Delaware,1,Stormwater Tree Trench,5 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.10428594,39.99015895,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9901670292,-75.1042876931
Gathers Recreation Center,In Design,Delaware,5,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.17524445,39.98785644,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9878645071,-75.175246224
"Galloway, Howard, & Hancock",In Design,Delaware,2,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , ,1 Porous Paving Project, , , , , ,alt,-75.1521904,39.91703681,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9170448669,-75.1521921645
Front St,Constructed,Delaware,1,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.14604178,39.93193069,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9319387511,-75.1460435423
Franklin St from Diamond St to Norris St,Constructed,Delaware,5,Stormwater Tree Trench,4 Stormwater Tree Trenches, , , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.1467696,39.98189725,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.981905323,-75.1467713709
Frankford from Placid to Ellie,In Design,Pennypack,"6, 10",Other, , , , , , , , , , , , ,alt,-75.0081543,40.05216124,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools,40.0521693313,-75.0081560264
Francis Myers Recreation Center,In Planning,Cobbs-Darby,2,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.22885703,39.93452541,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9345334701,-75.2288588196
Fotterall Square,In Design,Delaware,5,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.15086322,39.98953004,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9895381091,-75.1508649932
Ferko Playground,In Design,TTF,7,Stormwater Bumpout, , ,3 Stormwater Bumpouts,1 Rain Garden, ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.10293809,40.01649288,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_bumpout,40.016500965,-75.1029398445
"Federal St, Wharton St, Columbus Square",In Design,Delaware,1,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.16568281,39.93406258,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9340706459,-75.1656845838
"Fairmount, Corinthian, 20th, Ridge",In Design,"Delaware,Schuylkill",5,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , ,2 Infiltration/Storage Trenches, , , , , , ,alt,-75.16910721,39.97033454,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.970342606,-75.16910898
Eva & Summit,Constructed,Schuylkill,4,Stormwater Basin, , , , ,2 Stormwater Basins, , , , , , , ,alt,-75.24009954,40.05629409,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_basin,40.0563021693,-75.2401013433
Erie Shopping Center,In Design,TTF,7,Stormwater Tree Trench,1 Stormwater Tree Trench,1 Stormwater Planter, , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.09989953,40.00644665,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0064547312,-75.0999012808
"Elmwood, 64th, Grays, 65th (Connell Park)",In Design,Schuylkill,2,Other, , , , , , , , , , , ,3 Other SMP Projects,alt,-75.23017351,39.92302423,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools,39.9230322916,-75.230175296
"Ellsworth, 22nd, 20th, 18th",In Design,"Delaware,Schuylkill",2,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.17918917,39.93840044,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9384085061,-75.1791909476
East Park - 33rd and Cecil B Moore Ave,In Design,Schuylkill,4,Rain Garden, , , ,1 Rain Garden, , , , , , , , ,alt,-75.18998583,39.9800009,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,39.9800089729,-75.1899876113
Earl St (Hetzell Playground),Constructed,Delaware,5,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.13049793,39.97249294,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9725010126,-75.1304996942
Eadom Parking Lot,Constructed,Delaware,6,Rain Garden, , , ,6 Rain Gardens, , , , , , , , ,alt,-75.06807359,40.01046569,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,40.0104737738,-75.0680753315
"E Hortter St, Lowber Ave, E Upsal St, Mansfield Ave (Finley Playground)",Constructed, ,8,Stormwater Tree Trench,1 Stormwater Tree Trench, ,1 Stormwater Bumpout, , , , , , , , , ,alt,-75.16951362,40.0647763,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0647843846,-75.1695153953
"Duval St, Crittenden St, and Johnson St (Anna B. Day School)",In Construction,TTF,8,Stormwater Tree Trench,4 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.16865842,40.05808498,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0580930699,-75.1686601995
Drexel College of Media Arts & Design,In Design,Schuylkill,3,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.19277307,39.95721952,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9572275876,-75.1927748499
Diamond St from 25th St to Stillman St,In Construction,Delaware,5,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.17465167,39.98705907,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9870671415,-75.1746534507
Diamond St,Constructed,Delaware,5,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.17647772,39.98729776,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9873058341,-75.1764795001
Dauphin from Frankford to Tulip,In Design,Delaware,1,Pervious Paving,1 Stormwater Tree Trench, , , , , ,3 Porous Paving Projects, , , , , ,alt,-75.12764337,39.97949269,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving,39.9795007597,-75.1276451317
Crispin St - Ryan to Lansing,In Design,Delaware,6,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.03842166,40.04114835,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0411564359,-75.0384234008
Crispin St - Hartel to Rhawn,In Design,Pennypack,6,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.03201093,40.04378856,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0437966504,-75.0320126668
Conestoga Community Playground,In Design,Schuylkill,3,Rain Garden, , , ,6 Rain Gardens, , , , , , , , ,alt,-75.22725214,39.97526363,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,39.9752716984,-75.2272539351
Columbus Square,Constructed,Delaware,1,Stormwater Planter, ,4 Stormwater Planters, , , ,1 Infiltration/Storage Trench,2 Porous Paving Projects, , , , , ,alt,-75.16556704,39.9332608,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter,39.9332688625,-75.1655688073
"Cayuga Triangle - Cayuga, Wingohocking, and Castor",In Design,TTF,7,Other, , , , , , , , , , , , ,alt,-75.09765057,40.01349248,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools,40.0135005561,-75.0976523254
White Hall Commons/Carmella Playground/Gambrell Rec Cntr/WG Harding Sch,Constructed,"Delaware,TTF",1,Stormwater Tree Trench,7 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.07499788,40.01253048,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0125385556,-75.0749996236
"Germantown Ave (Glenwood to Sedgley), Glenwood Ave (10th to Germantown)",In Design,Delaware,7,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.14713403,39.99996117,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9999692428,-75.1471357963
Carroll Park,In Design,Schuylkill,4,Stormwater Tree Trench,3 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.23672764,39.97101441,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9710224714,-75.2367294395
Carnell School - Langdon,In Design,Delaware,9,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.08537143,40.04102084,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0410289286,-75.0853731827
Carmella Playground,In Design,"Delaware,TTF",1,Rain Garden, , , ,1 Rain Garden, ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.07439915,40.01136442,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,40.0113724972,-75.0744008937
"Camac St, Iseminger St, Juniper St, McClellan St, Pierce St, Watkins St",In Design,Delaware,1,Pervious Paving, , , , , , ,3 Porous Paving Projects, , , , , ,alt,-75.16575891,39.92765168,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/porous_paving,39.9276597432,-75.1657606775
Callowhill Stormwater Trees,In Design,Delaware,1,Other, , , , , , , , , , , ,1 Other SMP Project,alt,-75.14631461,39.95768088,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools,39.9576889502,-75.1463163737
Bustleton Ave (Tiger III),In Construction,Delaware,6,Infiltration/Storage Trench, , , , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.0643605,40.04171382,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench,40.0417219056,-75.0643622402
Bureau of Laboratory Services,Constructed,TTF,7,Stormwater Planter,2 Stormwater Tree Trenches,7 Stormwater Planters, , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.09728886,40.00932634,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter,40.0093344163,-75.0972906145
"Buist, 63rd, Chelwynde, 64th (Mother Mary of Peace School)",In Design,Schuylkill,2,Other, , , , , , , , , , , ,2 Other SMP Projects,alt,-75.22641866,39.92208483,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools,39.9220928869,-75.2264204466
"Buist Ave, 70th, Elmwood, Holbrook (Patterson School)",In Design,Schuylkill,2,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.23701072,39.91642402,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9164320798,-75.2370125128
Bridge/Creston/Darrah/Penn,In Design,Delaware,"1, 6",Stormwater Tree Trench,4 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.07608263,40.0210805,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0210885849,-75.076084375
Bridesburg Recreation Center/Bridesburg School,Constructed,Delaware,6,Stormwater Tree Trench,2 Stormwater Tree Trenches, , ,1 Rain Garden, ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.06730389,39.99934956,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9993576345,-75.0673056298
"Brandywine St, Melon St, Synedum St",In Design,"Delaware,Schuylkill",5,Stormwater Tree Trench,3 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.16411763,39.96516763,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9651757007,-75.1641193991
Blue Bell Inn Triangle Park,Constructed,Cobbs-Darby,2,Rain Garden, , , ,1 Rain Garden, , , , , , , , ,alt,-75.24584996,39.91763902,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,39.917647072,-75.2458517567
Blair St (Shissler Playground),Constructed,Delaware,7,Other, , , , , , , , , , , ,1 Other SMP Project,alt,-75.13202071,39.97739145,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools,39.9773995177,-75.1320224774
Black Coyle and McBride Playground,In Design,Delaware,1,Infiltration/Storage Trench, , , , , ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.12344359,39.98382648,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench,39.9838345577,-75.1234453501
"Berks, Mascher (Towey Recreation Center)",Constructed,Delaware,7,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.13513114,39.9784277,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.978435769,-75.1351329004
Benson Park,In Design,Delaware,7,Stormwater Planter, ,1 Stormwater Planter, , , ,1 Infiltration/Storage Trench,1 Porous Paving Project, , , , , ,alt,-75.14282224,39.97354671,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater-planter,39.9735547826,-75.1428240102
Benjamin Franklin Pkwy from 16th St to 19th St,In Design,Schuylkill,5,Infiltration/Storage Trench, , , , , ,6 Infiltration/Storage Trenches, , , , , , ,alt,-75.16777036,39.95592484,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench,39.9559329058,-75.1677721305
Benjamin Franklin Parkway from 21st St to 23rd St,Constructed,Schuylkill,5,Infiltration/Storage Trench, , , , , ,3 Infiltration/Storage Trenches, , , , , , ,alt,-75.17568292,39.96159663,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/infiltration_storage_trench,39.9616046936,-75.175684699
Belgrade St and Marlborough St,Constructed,Delaware,5,Stormwater Tree Trench,2 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.13323504,39.9730209,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9730289663,-75.1332368022
Belfield Ave from Chew Ave to Walnut Ln,Constructed,TTF,8,Stormwater Tree Trench,6 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.17221229,40.04916108,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0491691629,-75.1722140703
Belfield Ave and Armstrong St,In Design,TTF,8,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.16119075,40.03733622,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.037344304,-75.1611925266
Baynton St and Armat St,In Design,TTF,8,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.16977788,40.03762557,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0376336494,-75.1697796593
Baltimore Ave Island from S 60th St to Wharton St,Constructed,Cobbs-Darby,3,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.24392769,39.9445815,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9445895581,-75.2439294876
Baker Playground,In Design,Schuylkill,4,Rain Garden, , , ,1 Rain Garden, ,1 Infiltration/Storage Trench, , , , , , ,alt,-75.23121652,39.97737057,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/rain_garden,39.9773786426,-75.2312183103
"Atlantic, Tioga (Kenderton Field Park)",In Design,Delaware,8,Stormwater Tree Trench,3 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.16228995,40.00752658,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.007534658,-75.1622917233
Armat St and Heiskell St,In Design,TTF,8,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.17015629,40.0382918,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0382998853,-75.1701580682
American Legion Playground,In Planning,Delaware,6,Other, , , , , , , , , , , , ,alt,-75.05356714,40.01870429,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools,40.0187123756,-75.0535688755
"Amber St, Lehigh Ave, Collins St",In Design,Delaware,1,Stormwater Tree Trench,3 Stormwater Tree Trenches, , , , , , , , , , , ,alt,-75.12257035,39.98535818,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9853662514,-75.1225721055
Almond St - York to Boston,In Design,Delaware,1,Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.12257478,39.97661531,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,39.9766233817,-75.1225765394
Allegheny Ave from Glenwood Ave to Sedgley Ave,In Design,TTF,"5, 7",Stormwater Tree Trench,1 Stormwater Tree Trench, , , , , , , , , , , ,alt,-75.14373445,40.00145081,http://www.phillywatersheds.org/what_were_doing/,green_infrastructure/tools/stormwater_tree_trench,40.0014588851,-75.1437362189
